SDS-Number,Product Name,Manufacturer,SDS-Number,LL Number,Chemical Component,CAS Number,% Context,Min %,Max %,Avg %,% Range,SARA 313 %
SDS-008496,ARCHITECT HBsAg Confirmatory V.1 Calibrator 1,Abbott Laboratories,SDS-008496,,Glycerol,56-81-5,n/a,12.00%,12.00%,12.00%,12.00%,0.00%
SDS-008496,ARCHITECT HBsAg Confirmatory V.1 Calibrator 1,Abbott Laboratories,SDS-008496,,Reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC no. 247-500-7] and 2-methyl-2H -isothiazol-3-one [EC no. 220-239-6] (3:1); reaction mass,55965-84-9,n/a,0.00%,0.00%,0.00%,0.00%,0.00%
SDS-008497,ARCHITECT HBsAg Confirmatory V.1 Negative Control,Abbott Laboratories,SDS-008497,,Reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC no. 247-500-7] and 2-methyl-2H -isothiazol-3-one [EC no. 220-239-6] (3:1),55965-84-9,n/a,0.00%,0.00%,0.00%,0.00%,0.00%
SDS-004672,ARCHITECT HBsAg Qualitative,Abbott Laboratories,SDS-004672,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0149%",0.00%
SDS-004672,ARCHITECT HBsAg Qualitative,Abbott Laboratories,SDS-004672,,Reaction Mass Of: 5-Chloro-2-Methyl-4-Isothiazolin-3-One [EC No. 247-500-7] And 2-Methyl-2H-Isothiazol-3-One [EC No. 220-239-6] (3:1),55965-84-9,n/a,0.00%,0.00%,0.00%,"0,0036%",0.00%
SDS-004675,ARCHITECT HBsAg Qualitative Confirmatory,Abbott Laboratories,SDS-004675,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0149%",0.00%
SDS-004675,ARCHITECT HBsAg Qualitative Confirmatory,Abbott Laboratories,SDS-004675,,Reaction Mass Of: 5-Chloro-2-Methyl-4-Isothiazolin-3-One [EC No. 247-500-7] And 2-Methyl-2H-Isothiazol-3-One [EC No. 220-239-6] (3:1),55965-84-9,n/a,0.00%,0.00%,0.00%,"0,0036%",0.00%
SDS-004674,ARCHITECT HBsAg Qualitative Confirmatory Manual Diluent,Abbott Laboratories,SDS-004674,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-008498,ARCHITECT HBSAg Qualitative Confirmatory Microparticle,Abbott Laboratories,SDS-008498,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-008498,ARCHITECT HBSAg Qualitative Confirmatory Microparticle,Abbott Laboratories,SDS-008498,,Reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC no. 247-500-7] and 2-methyl-2H -isothiazol-3-one [EC no. 220-239-6] (3:1); reaction mass,55965-84-9,n/a,0.00%,0.00%,0.00%,0.00%,0.00%
SDS-007652,ARCHITECT HBsAg Qualitative Confirmatory Microparticles,Abbott Laboratories,SDS-007652,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0149%",0.00%
SDS-007652,ARCHITECT HBsAg Qualitative Confirmatory Microparticles,Abbott Laboratories,SDS-007652,,Reaction Mass Of: 5-Chloro-2-Methyl-4-Isothiazolin-3-One [EC No. 247-500-7] And 2-Methyl-2H-Isothiazol-3-One [EC No. 220-239-6] (3:1),55965-84-9,n/a,0.00%,0.00%,0.00%,"0,0036%",0.00%
SDS-004676,ARCHITECT HBsAg Qualitative Controls,Abbott Laboratories,SDS-004676,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0149%",0.00%
SDS-007654,ARCHITECT HBsAg Qualitative II Calibrator 1,Abbott Laboratories,SDS-007654,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010153,ARCHITECT HBsAg Qualitative II Calibrator 2,Abbott Laboratories,SDS-010153,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007651,ARCHITECT HBsAg Qualitative Microparticles,Abbott Laboratories,SDS-007651,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0149%",0.00%
SDS-007651,ARCHITECT HBsAg Qualitative Microparticles,Abbott Laboratories,SDS-007651,,Reaction Mass Of: 5-Chloro-2-Methyl-4-Isothiazolin-3-One [EC No. 247-500-7] And 2-Methyl-2H-Isothiazol-3-One [EC No. 220-239-6] (3:1),55965-84-9,n/a,0.00%,0.00%,0.00%,"0,0036%",0.00%
SDS-007653,ARCHITECT HBsAg Qualitative Negative Control,Abbott Laboratories,SDS-007653,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0149%",0.00%
SDS-007655,ARCHITECT HCV Ag Calibrator A,Abbott Laboratories,SDS-007655,,Citric Acid Monohydrate,5949-29-1,n/a,3.16%,3.16%,3.16%,31609%,0.00%
SDS-007657,ARCHITECT HCV Ag Microparticles,Denka Seiken Co,SDS-007657,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007656,ARCHITECT HCV Ag Negative Control,Abbott Laboratories,SDS-007656,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0145%",0.00%
SDS-007658,ARCHITECT HIV Ag/Ab Combo Conjugate,Abbott Laboratories,SDS-007658,,Sodium Azide,26628-22-8,n/a,0.11%,0.11%,0.11%,"0,11%",0.00%
SDS-004679,ARCHITECT HIV Ag/Ab Combo Controls,Abbott Laboratories,SDS-004679,,Sodium Azide,26628-22-8,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-007660,ARCHITECT HIV Ag/Ab Combo Negative Control,Abbott Laboratories,SDS-007660,,Sodium Azide,26628-22-8,n/a,0.10%,0.10%,0.10%,"0,10%",0.00%
SDS-004678,Architect HIV Ag/Ab Combo Positive Calibrator,Abbott Laboratories,SDS-004678,,Sodium Azide,26628-22-8,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-007659,ARCHITECT HIV Ag/Ab Combo Positive Calibrator,Abbott Laboratories,SDS-007659,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004677,ARCHITECT HIV Ag/Ab Combo Reagent Kit,Abbott Laboratories,SDS-004677,,Sodium Azide,26628-22-8,n/a,0.10%,0.10%,0.10%,"0,10%",0.00%
SDS-004680,ARCHITECT Homocysteine Calibrator Kit,Abbott Laboratories,SDS-004680,,Sodium Azide,26628-22-8,n/a,0.11%,0.11%,0.11%,0.11%,0.00%
SDS-004681,"ARCHITECT Homocysteine Control L, M, H",Abbott Laboratories,SDS-004681,,Sodium Azide,26628-22-8,n/a,0.11%,0.11%,0.11%,0.11%,0.00%
SDS-010124,Architect Homocysteine Microparticles,Abbott Laboratories,SDS-010124,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010123,Architect Homocysteine Microparticles,Abbott Laboratories,SDS-010123,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004682,Architect Homocysteine Microparticles,Abbott Laboratories,SDS-004682,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010122,Architect Homocysteine Microparticles,Abbott Laboratories,SDS-010122,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004685,ARCHITECT iCarbamazepine Calibrator A,Abbott Laboratories,SDS-004685,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-004686,ARCHITECT iCarbamazepine Reagent Kit,Abbott Laboratories,SDS-004686,,2-Morpholinoethanesulphonic acid,4432-31-9,n/a,1.04%,1.04%,1.04%,10448%,0.00%
SDS-004686,ARCHITECT iCarbamazepine Reagent Kit,Abbott Laboratories,SDS-004686,,Reaction Mass Of: 5-Chloro-2-Methyl-4-Isothiazolin-3-One [EC No. 247-500-7] And 2-Methyl-2H-Isothiazol-3-One [EC No. 220-239-6] (3:1),55965-84-9,n/a,0.00%,0.00%,0.00%,"0,0036%",0.00%
SDS-010150,ARCHITECT iDigoxin Assay Diluent,Abbott Laboratories,SDS-010150,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004687,ARCHITECT iDigoxin Calibrator A,Abbott Laboratories,SDS-004687,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010148,ARCHITECT iDigoxin Calibrator B-F,Abbott Laboratories,SDS-010148,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010149,ARCHITECT iDigoxin Conjugate,Abbott Laboratories,SDS-010149,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004688,ARCHITECT iDigoxin Microparticles,Abbott Laboratories,SDS-004688,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004689,ARCHITECT iPhenobarbital Calibrators,Abbott Laboratories,SDS-004689,,Sodium Azide,26628-22-8,n/a,0.20%,0.20%,0.20%,0.20%,0.00%
SDS-004683,ARCHITECT i Phenobarbital Reagent Kit,Abbott Laboratories,SDS-004683,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one and 2-methyl-4-isothiazolin-3-one (3:1), ,n/a,18.00%,18.00%,18.00%,0.00%,0.00%
SDS-004683,ARCHITECT i Phenobarbital Reagent Kit,Abbott Laboratories,SDS-004683,,Reaction Mass Of: 5-Chloro-2-Methyl-4-Isothiazolin-3-One And 2- Methyl-2h-Isothiazol-3-One (3:1),55965-84-9,n/a,18.00%,18.00%,18.00%,0.00%,0.00%
SDS-004683,ARCHITECT i Phenobarbital Reagent Kit,Abbott Laboratories,SDS-004683,,Tromethamine Hydrochloride,1185-53-1,n/a,1.94%,1.94%,1.94%,1.94%,0.00%
SDS-004690,ARCHITECT iPhenytoin Calibrator A,Abbott Laboratories,SDS-004690,,Sodium Azide,26628-22-8,n/a,0.19%,0.19%,0.19%,0.19%,0.00%
SDS-004690,ARCHITECT iPhenytoin Calibrator A,Abbott Laboratories,SDS-004690,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-004684,ARCHITECT iPhenytoin Reagents,Abbott Laboratories,SDS-004684,,Reaction Mass Of: 5-Chloro-2-Methyl-4-Isothiazolin-3-One And 2- Methyl-2h-Isothiazol-3-One (3:1),55965-84-9,n/a,36.00%,36.00%,36.00%,0.00%,0.00%
SDS-004691,ARCHITECT iTheophylline Calibrators A,Abbott Laboratories,SDS-004691,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010125,ARCHITECT iTheophylline Calibrators B-F,Abbott Laboratories,SDS-010125,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010126,ARCHITECT iTheophylline Conjugate,Abbott Laboratories,SDS-010126,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004692,ARCHITECT iTheophylline Microparticles,Abbott Laboratories,SDS-004692,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004693,ARCHITECT iValproic Acid Calibrator Kit,Abbott Laboratories,SDS-004693,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004694,ARCHITECT iValproic Acid Reagent Kit,Abbott Laboratories,SDS-004694,,Tromethamine Hydrochloride,1185-53-1,n/a,1.94%,1.94%,1.94%,1.94%,0.00%
SDS-004694,ARCHITECT iValproic Acid Reagent Kit,Abbott Laboratories,SDS-004694,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-007661,ARCHITECT LH Calibrator A,Abbott Laboratories,SDS-007661,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010120,ARCHITECT LH Calibrator B-F,Abbott Laboratories,SDS-010120,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010121,ARCHITECT LH Conjugate,Abbott Laboratories,SDS-010121,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007662,"ARCHITECT LH Control L, M, H",Abbott Laboratories,SDS-007662,,Sodium Azide,26628-22-8,n/a,0.20%,0.20%,0.20%,"0,20%",0.00%
SDS-007663,ARCHITECT LH Microparticles,Abbott Laboratories,SDS-007663,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-008096,ARCHITECT Multi-Assay Manual Diluent,Abbott Laboratories,SDS-008096,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007665,ARCHITECT Pre-Trigger Solution,Abbott Laboratories,SDS-007665,,Hydrogen Peroxide Solution,7722-84-1,n/a,1.32%,1.32%,1.32%,1.32%,0.00%
SDS-004695,ARCHITECT Pre-Trigger Solution,Abbott Laboratories,SDS-004695,,Hydrogen Peroxide Solution,7722-84-1,n/a,1.32%,1.32%,1.32%,"1,32%",0.00%
SDS-004696,ARCHITECT Probe Conditioning Solution,Abbott Laboratories,SDS-004696,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-008094,ARCHITECT Probe Conditioning Solution,Abbott Laboratories,SDS-008094,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010021,ARCHITECT Progesterone Assay Diluent,Abbott Laboratories,SDS-010021,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007666,ARCHITECT Progesterone Calibrator 1 & 2,Abbott Laboratories,SDS-007666,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010020,ARCHITECT Progesterone Conjugate,Abbott Laboratories,SDS-010020,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007667,"ARCHITECT Progesterone Controls L,M,H",Abbott Laboratories,SDS-007667,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007669,ARCHITECT Progesterone Microparticles,Abbott Laboratories,SDS-007669,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007670,ARCHITECT Prolactin Calibrator 1 & 2,Abbott Laboratories,SDS-007670,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010191,ARCHITECT Prolactin Conjugate,Abbott Laboratories,SDS-010191,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007671,"ARCHITECT Prolactin Control L, M, H",Abbott Laboratories,SDS-007671,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007668,ARCHITECT Prolactin Microparticles,Abbott Laboratories,SDS-007668,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010193,ARCHITECT Rubella IgG Assay Diluent,Abbott Laboratories,SDS-010193,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007672,ARCHITECT Rubella IgG Calibrator A,Abbott Laboratories,SDS-007672,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0145%",0.00%
SDS-004697,ARCHITECT Rubella IgG Calibrators,Abbott Laboratories,SDS-004697,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-010157,ARCHITECT Rubella IgG Calibrators B-F,Abbott Laboratories,SDS-010157,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010192,ARCHITECT Rubella IgG Conjugate,Abbott Laboratories,SDS-010192,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004698,ARCHITECT Rubella IgG Controls,Abbott Laboratories,SDS-004698,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,"0,0145%",0.00%
SDS-007674,ARCHITECT Rubella IgG Microparticles,Abbott Laboratories,SDS-007674,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007673,ARCHITECT Rubella IgG Negative Control,Abbott Laboratories,SDS-007673,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010194,"ARCHITECT Rubella IgG Positive Controls 1, 2",Abbott Laboratories,SDS-010194,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004699,ARCHITECT Rubella IgG Reagent Kit,Abbott Laboratories,SDS-004699,,2-Methyl-2H-Isothiazol-3-One,2682-20-4,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-010156,ARCHITECT STAT Troponin-I Assay Diluent,Abbott Laboratories,SDS-010156,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007675,ARCHITECT STAT Troponin-I Calibrator A,Abbott Laboratories,SDS-007675,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010154,ARCHITECT STAT Troponin-I Calibrators B - F,Abbott Laboratories,SDS-010154,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007676,"ARCHITECT STAT Troponin-I Control L,M,H",Abbott Laboratories,SDS-007676,,"1,1'-Oxydipropan-2-ol",110-98-5,n/a,1.94%,1.94%,1.94%,1.94%,0.00%
SDS-007676,"ARCHITECT STAT Troponin-I Control L,M,H",Abbott Laboratories,SDS-007676,,Reaction Mass Of: 5-Chloro-2-Methyl-4-Isothiazolin-3-One,55965-84-9,n/a,0.07%,0.07%,0.07%,0.07%,0.00%
SDS-007677,ARCHITECT STAT Troponin-I Microparticles,Abbott Laboratories,SDS-007677,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010155,ARCHITECT STAT Troponin-l Conjugate,Abbott Laboratories,SDS-010155,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007681,ARCHITECT Total T3 Calibrator 1 & 2,Abbott Laboratories,SDS-007681,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-010119,ARCHITECT Total T3 Conjugate,Abbott GmobH & Co.KG,SDS-010119,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007682,ARCHITECT Total T3 Microparticles,Abbott Laboratories,SDS-007682,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007679,ARCHITECT Total ?-hCG Calibrators A-F,Abbott Laboratories,SDS-007679,,Sodium Azide,26628-22-8,n/a,0.20%,0.20%,0.20%,0.20%,0.00%
SDS-010022,ARCHITECT Total ?-hCG Conjugate,Abbott Laboratories,SDS-010022,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007680,"ARCHITECT Total ?-hCG Controls L, M, H",Abbott Laboratories,SDS-007680,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007678,ARCHITECT Total ?-hCG Microparticles,Abbott Laboratories,SDS-007678,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007664,ARCHITECT Trigger Solution,Abbott Laboratories,SDS-007664,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004700,ARCHITECT Trigger Solution,Abbott Laboratories,SDS-004700,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-009947,ARCHITECT TSH Assay Diluent,Abbott Laboratories,SDS-009947,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007683,ARCHITECT TSH Calibrator 1,Abbott Laboratories,SDS-007683,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-009945,ARCHITECT TSH Calibrator 2,Abbott Laboratories,SDS-009945,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007684,"ARCHITECT TSH Control L,M,H",Abbott Laboratories,SDS-007684,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-008305,ARCUS – LIQUID WASTE SOLIDIFIER,Arcus Absorbents,SDS-008305,,Sodium Polyacrylate Crosslinked,4/7/9003,Pure Chemical,100.00%,100.00%,100.00%,>99%,0.00%
SDS-008510,Argon,"Praxair, Inc.",SDS-008510,,Argon,7440-37-1,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-000853,Argon,"Praxair, Inc.",SDS-000853,10100375,Argon,7440-37-1,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-005456,Aromx 35 (8935),Swish Maintenance Ltd.,SDS-005456,,Alcohol Ethoxylate,68439-46-3,n/a,1.00%,5.00%,3.00%,1-5%,0.00%
SDS-009284,Ascomycin solution,Sigma-Aldrich Corp.,SDS-009284,,Acetonitrile,75-05-8,n/a,90.00%,100.00%,95.00%,90.00 - 100.00%,0.00%
SDS-008491,Assayed Human Multi-Sera – Level 2 (HUM ASY CONTROL 2),Randox Laboratories Ltd.,SDS-008491,,Assayed Human Multi-Sera – Level 2, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-008492,Assayed Human Multi-Sera Level 3 (HUM ASY CONTROL 3),Randox Laboratories Ltd.,SDS-008492,,Assayed Human Multi-Sera Level 3, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-004707,AST R1,"Beckman Coulter, Inc.",SDS-004707,,Tris(hydroxymethyl)–Aminomethane,77-86-1,n/a,5.00%,8.00%,6.50%,5 - 8%,0.00%
SDS-004707,AST R1,"Beckman Coulter, Inc.",SDS-004707,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-008105,"AST, R1 (A / B)",F. Hoffmann-La Roche AG,SDS-008105,,No Hazardous Ingredients, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-007722,AST: R1 (A / B),F. Hoffmann-La Roche AG,SDS-007722,,No Hazardous Ingredients, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,3-(N-Toluenesulfonyl-L-Alanyloxy) Indole (TAI), ,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,"3,3’-Dimethoxy-4,4’-Diazo--Biphenyl Tetrafluoride Borate", ,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Bromoxylenol blue, ,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Sodium Nitroprusside,13755-38-9,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,N-1-Naphthyl-Ethylenediaminedihydrochloride (NEDA-2HCL),1465-25-4,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,"1-Naphthole-3,6-Disulfonic Acid, Disodium Salt",313222-89-8,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Tetrabromophenol Blue (TBPB) ,4430-25-5,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,"3,3’-5,5’-Tetramethylbenzidine (TMBZ)",54827-17-7,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Sulfanilamide,63-74-1,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,2-Methoxy-4-(N-Morpholino-Benzenediazoniumu(MMB),67801-08-5,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Bromocresol Green,76-60-8,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Sodium Nitrite,7632-00-0,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Cumen Hydroperoxide(CHP),80-15-9,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,4-Aminoantipyrine(4-AAP),83-07-8,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Glucose Oxidase (GOD),9001-37-0,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,Peroxidase (POD),9003-99-0,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-003214,AUTION Sticks 9EB,"Arkray Factory, Inc.",SDS-003214,10105657,2-Methyl-5-Nitroaniline,99-55-8,Less Than (Max),0.00%,1.00%,0.50%,<1.0%,0.00%
SDS-006424,Auto Detect 1,"Hologic, Inc.",SDS-006424,10110178,NA,NA,NA,NA,NA,NA,NA,NA
SDS-005264,Auto Detect 2,"Hologic, Inc.",SDS-005264,,Sodium Hydroxide,1310-73-2,n/a,5.00%,10.00%,7.50%,5 - 10%,0.00%
SDS-005067,Autoimmune Screening System,Scimedx,SDS-005067,,Evans Blue, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005067,Autoimmune Screening System,Scimedx,SDS-005067,,Glycerol, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005067,Autoimmune Screening System,Scimedx,SDS-005067,,Human serum (diluted), ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005067,Autoimmune Screening System,Scimedx,SDS-005067,,PBS Buffer, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005067,Autoimmune Screening System,Scimedx,SDS-005067,,Sodium Azide, ,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-002945,AX-4280 Specific Gravity Calibrator High,"Iris International, Inc.",SDS-002945,10105666,NA,NA,NA,NA,NA,NA,NA,NA
SDS-002944,AX-4280 Specific Gravity Calibrator Low,"Iris International, Inc.",SDS-002944,10105666,NA,NA,NA,NA,NA,NA,NA,NA
SDS-003107,AxSym Core 2.0 Reagent Kit - AxSYM CORE 2.0 Microparticles,Abbott Laboratories,SDS-003107,,Sodium Azide,26628-22-8,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-004701,AxSYM Cortisol Antiserum (Reagent Bottle 2),Abbot Diagnostics,SDS-004701,,Ethylene Glycol,107-21-1,n/a,2.14%,2.14%,2.14%,2.14%,0.00%
SDS-004701,AxSYM Cortisol Antiserum (Reagent Bottle 2),Abbot Diagnostics,SDS-004701,,Tris hydroxymethyl aminomethane,77-86-1,n/a,2.00%,2.00%,2.00%,2.00%,0.00%
SDS-004701,AxSYM Cortisol Antiserum (Reagent Bottle 2),Abbot Diagnostics,SDS-004701,,Tromethamine Hydrochloride,1185-53-1,n/a,1.21%,1.21%,1.21%,1.21%,0.00%
SDS-004701,AxSYM Cortisol Antiserum (Reagent Bottle 2),Abbot Diagnostics,SDS-004701,,Sodium Azide,26628-22-8,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-000872,AxSYM HAVAB-M 2.0 Coated Microparticles,Abbott Laboratories,SDS-000872,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-000871,AxSYM HAVAB-M 2.0 Conjugate,Abbott Laboratories,SDS-000871,,Brij 35,9002-92-0,n/a,6.54%,6.54%,6.54%,6.54%,0.00%
SDS-000871,AxSYM HAVAB-M 2.0 Conjugate,Abbott Laboratories,SDS-000871,,Sodium Azide,26628-22-8,n/a,0.19%,0.19%,0.19%,0.19%,0.00%
SDS-000873,AxSYM HAVAB-M 2.0 Probe,Abbott Laboratories,SDS-000873,,"EDTA, Disodium Salt",139-33-3,n/a,1.24%,1.24%,1.24%,1.24%,0.00%
SDS-000873,AxSYM HAVAB-M 2.0 Probe,Abbott Laboratories,SDS-000873,,Sodium Azide,26628-22-8,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-000870,AxSYM MEIA Buffer/ Diluent Buffer,Abbott Laboratories,SDS-000870,,NA,NA,NA,NA,NA,NA,NA,NA
